reps,t,Quantum_F,Classical_F,Ratio
89,17.8,1.000000105296978,0.9276348056442854,1.0780105481299094
90,18.0,1.000000105296978,0.9254799391464242,1.0805205634379111
91,18.2,1.000000105296978,0.9233040506046943,1.083066953558856
92,18.400000000000002,1.000000105296978,0.92110910745435,1.0856478317326135
93,18.6,1.000000105296978,0.9188951211231324,1.0882635921221497
94,18.8,1.000000105296978,0.9166639361279313,1.090912455355303
95,19.0,1.000000105296978,0.9144160787591764,1.0935941837920604
96,19.200000000000003,1.000000105296978,0.9121529922142002,1.0963074328896667
97,19.400000000000002,1.000000105296978,0.9098747300127674,1.0990525094404435
98,19.6,1.000000105296978,0.9075833056186267,1.1018273464333483
99,19.8,1.0000001052969778,0.905278994368776,1.1046319549193206
100,20.0,1.000000105296978,0.9029631603962099,1.1074650098218728
